scheme_code,age,gender,state,education_level,marks_percent,family_income,nirf_rank,qs_rank,has_admission_offer,is_pwd,pwd_percent,ocr_caste_ok,ocr_income_ok,ocr_academic_ok,merit_score,decision
A023B,25,male,Odisha,masters,80.4,127000.0,72,999,1,0,0,1,1,1,72.16,Eligible
BPVGK,16,female,Mizoram,10th,73.5,333000.0,999,999,1,0,0,1,1,1,62.4,Ineligible
BVOBC,24,male,Tripura,bachelors,72.5,283000.0,88,999,1,0,0,1,1,1,64.0,Ineligible
A023B,18,male,Kerala,bachelors,85.6,338000.0,65,999,1,0,0,1,1,1,69.24,Eligible
ARG45,22,male,Maharashtra,phd,82.8,339000.0,2,999,0,0,0,1,0,1,78.12,Ineligible
A023B,20,male,Assam,bachelors,68.4,208000.0,6,999,1,0,0,1,1,1,72.36,Eligible
BPVGK,14,male,Manipur,10th,71.2,37000.0,999,999,1,0,0,1,0,1,61.48,Borderline
AZKMI,33,female,Telangana,phd,51.2,915000.0,999,37,1,1,60,0,1,1,65.48,Ineligible
ARG45,32,female,Mizoram,masters,77.0,542000.0,78,999,1,0,0,1,1,1,65.8,Eligible
BVOBC,18,female,Odisha,bachelors,92.7,79000.0,1,999,1,0,0,1,1,1,92.08,Eligible
ARG45,29,female,Tamil Nadu,phd,85.3,853000.0,3,999,1,0,0,1,1,1,74.12,Eligible
ARG45,36,female,Mizoram,phd,86.5,824000.0,2,999,1,0,0,1,1,1,74.6,Eligible
A023B,21,male,Telangana,masters,68.8,402000.0,1,999,1,0,0,1,1,1,67.52,Eligible
AZKMI,30,male,Tripura,postdoc,81.5,575000.0,999,3,1,0,0,1,1,1,72.6,Eligible
A023B,18,male,Odisha,masters,71.6,333000.0,1,999,1,0,0,1,1,1,73.64,Eligible
BVOBC,19,male,Chhattisgarh,12th,81.3,66000.0,1,999,1,0,0,1,1,1,82.52,Eligible
ARG45,22,female,Chhattisgarh,masters,79.7,829000.0,88,999,0,0,0,0,1,1,61.88,Ineligible
BVOBC,21,female,Assam,bachelors,79.7,296000.0,72,999,1,0,0,1,1,1,71.88,Ineligible
AZKMI,33,male,Arunachal Pradesh,phd,87.9,271000.0,999,21,1,0,0,1,1,1,80.16,Eligible
A023B,19,male,Gujarat,bachelors,61.8,650000.0,5,999,1,0,0,0,1,1,59.72,Ineligible
BPVGK,16,female,Karnataka,10th,50.4,68000.0,999,999,1,0,0,1,1,0,58.16,Borderline
A023B,18,male,Assam,masters,75.6,160000.0,1,999,1,0,0,1,1,1,80.24,Eligible
BVOBC,17,female,Assam,12th,84.2,301000.0,65,999,1,0,0,1,0,1,73.68,Ineligible
BPVGK,14,male,Mizoram,10th,64.6,79000.0,999,999,1,0,0,1,1,1,58.84,Eligible
ARG45,23,male,Sikkim,masters,77.1,302000.0,1,999,1,1,68,0,1,1,80.84,Ineligible
A023B,23,male,Tamil Nadu,masters,56.7,729000.0,85,999,1,0,0,1,1,1,47.68,Ineligible
ARG45,23,female,Odisha,masters,79.2,825000.0,110,999,1,0,0,1,1,1,54.68,Eligible
BVOBC,24,male,Mizoram,bachelors,91.9,95000.0,95,999,1,0,0,1,1,1,76.76,Eligible
BPVGK,16,female,Meghalaya,10th,82.0,168000.0,999,999,1,0,0,1,1,1,70.8,Eligible
BPVGK,16,male,Tripura,10th,55.4,160000.0,999,999,1,0,0,1,1,1,55.16,Eligible
BPVGK,17,female,Manipur,10th,51.7,200000.0,999,999,1,0,0,1,1,1,58.68,Eligible
BPVGK,17,male,Tamil Nadu,10th,72.4,274000.0,999,999,1,0,0,1,1,1,56.96,Ineligible
ARG45,35,female,Sikkim,phd,52.3,242000.0,1,999,1,0,0,1,1,1,70.92,Ineligible
ARG45,26,female,Kerala,masters,78.9,543000.0,1,999,1,0,0,1,1,1,76.56,Eligible
BVOBC,17,male,Tamil Nadu,12th,85.1,71000.0,85,999,1,0,0,1,1,1,74.04,Eligible
ARG45,24,male,Mizoram,masters,63.8,115000.0,88,999,1,0,0,1,1,1,65.52,Eligible
AZKMI,25,female,Karnataka,masters,68.7,579000.0,999,37,1,0,0,1,1,0,72.48,Borderline
BVOBC,19,male,Chhattisgarh,bachelors,50.0,54000.0,110,999,1,0,0,1,1,1,53.0,Eligible
A023B,20,other,Mizoram,masters,93.4,779000.0,78,999,1,0,0,0,1,1,62.36,Ineligible
ARG45,23,female,Tripura,masters,93.3,329000.0,3,999,1,0,0,0,1,1,87.32,Ineligible
A023B,21,other,Mizoram,masters,97.2,731000.0,1,999,1,0,0,1,1,1,73.88,Ineligible
A023B,25,female,Odisha,bachelors,69.3,103000.0,72,999,1,0,0,1,1,1,72.72,Eligible
AZKMI,31,female,Meghalaya,phd,86.1,868000.0,999,14,1,0,0,1,1,1,74.44,Ineligible
ARG45,36,female,Madhya Pradesh,masters,86.2,827000.0,250,999,1,0,0,1,1,1,57.48,Eligible
ARG45,34,female,Madhya Pradesh,masters,85.0,785000.0,85,999,1,0,0,1,1,1,64.0,Eligible
ARG45,27,male,Sikkim,masters,77.6,107000.0,6,999,1,0,0,1,1,1,81.04,Eligible
BPVGK,14,female,Gujarat,10th,64.3,230000.0,999,999,1,0,0,1,1,1,58.72,Eligible
A023B,18,male,Andhra Pradesh,masters,63.0,85000.0,2,999,1,0,0,1,1,1,75.2,Eligible
ARG45,27,male,Rajasthan,masters,57.3,594000.0,72,999,1,0,0,1,1,1,52.92,Eligible
BVOBC,21,male,Telangana,12th,48.3,63000.0,95,999,1,1,56,1,1,1,64.32,Ineligible
A023B,23,male,Sikkim,masters,85.0,516000.0,59,999,1,1,45,1,1,1,69.0,Eligible
AZKMI,27,female,Andhra Pradesh,masters,76.4,138000.0,999,8,1,0,0,1,1,1,85.56,Eligible
A023B,20,male,Sikkim,masters,73.0,98000.0,1,999,1,0,0,1,1,1,79.2,Eligible
A023B,20,male,Maharashtra,bachelors,59.1,362000.0,1,999,1,0,0,1,1,1,68.64,Eligible
BPVGK,17,female,Rajasthan,10th,66.6,333000.0,999,999,1,0,0,1,0,1,59.64,Ineligible
BPVGK,16,female,Manipur,10th,52.1,196000.0,999,999,1,0,0,1,1,1,58.84,Eligible
BPVGK,17,male,Manipur,10th,75.6,222000.0,999,999,1,0,0,1,1,1,58.24,Eligible
BVOBC,18,female,Kerala,12th,67.8,190000.0,1,999,1,0,0,0,1,1,82.12,Ineligible
BPVGK,16,male,Andhra Pradesh,10th,73.9,136000.0,999,999,1,0,0,1,1,1,62.56,Eligible
BVOBC,20,male,Gujarat,12th,69.9,209000.0,85,999,1,0,0,1,1,1,62.96,Eligible
ARG45,31,female,Telangana,phd,53.0,387000.0,1,999,1,0,0,1,1,1,71.2,Ineligible
ARG45,35,female,Jharkhand,phd,75.3,718000.0,88,999,1,0,0,1,1,1,60.12,Eligible
BVOBC,21,female,Tamil Nadu,12th,82.5,110000.0,250,999,1,0,0,1,1,1,71.0,Eligible
BVOBC,21,female,Meghalaya,12th,46.5,272000.0,59,999,1,0,0,1,1,1,58.6,Ineligible
ARG45,29,male,Karnataka,phd,54.8,290000.0,5,999,1,0,0,1,1,1,66.92,Ineligible
AZKMI,38,female,Odisha,phd,66.6,384000.0,999,650,1,0,0,1,1,1,56.64,Ineligible
AZKMI,31,male,Odisha,postdoc,84.0,135000.0,999,22,1,0,0,1,1,1,83.6,Eligible
ARG45,25,female,Maharashtra,masters,84.0,877000.0,88,999,1,0,0,1,1,1,63.6,Eligible
ARG45,30,female,Tripura,masters,86.6,437000.0,2,999,1,0,0,1,1,1,79.64,Eligible
BVOBC,17,female,Gujarat,12th,83.7,382000.0,6,999,1,0,0,1,1,1,83.48,Ineligible
BVOBC,23,female,Nagaland,12th,47.0,252000.0,1,999,1,0,0,1,1,1,68.8,Ineligible
ARG45,24,male,Telangana,phd,59.6,510000.0,72,999,1,0,0,1,1,1,53.84,Eligible
BVOBC,21,female,Rajasthan,bachelors,51.1,143000.0,85,999,1,0,0,1,0,1,65.44,Borderline
BVOBC,20,female,Chhattisgarh,12th,83.7,305000.0,72,999,1,1,46,1,1,1,78.48,Ineligible
BVOBC,20,female,Odisha,bachelors,56.1,49000.0,85,999,1,0,0,1,1,1,67.44,Eligible
A023B,24,male,Manipur,bachelors,94.6,426000.0,2,999,1,0,0,1,1,1,77.84,Eligible
ARG45,26,female,Meghalaya,phd,67.2,537000.0,1,999,1,0,0,1,1,0,71.88,Borderline
BVOBC,17,female,Meghalaya,bachelors,84.3,363000.0,72,999,1,0,0,1,1,1,73.72,Ineligible
BPVGK,14,male,Chhattisgarh,10th,89.0,328000.0,999,999,1,0,0,1,1,1,63.6,Ineligible
A023B,18,male,Karnataka,masters,57.7,578000.0,1,999,1,0,0,1,1,1,63.08,Eligible
A023B,19,male,Kerala,masters,85.5,598000.0,6,999,1,0,0,1,1,1,74.2,Eligible
A023B,24,female,Odisha,masters,89.1,595000.0,6,999,1,0,0,1,1,1,80.64,Eligible
ARG45,30,male,Mizoram,masters,64.4,597000.0,59,999,1,0,0,1,1,1,55.76,Eligible
AZKMI,34,male,Andhra Pradesh,phd,93.3,178000.0,999,6,0,0,0,1,1,1,87.32,Ineligible
A023B,20,male,Odisha,masters,78.2,679000.0,3,999,0,0,0,1,1,1,66.28,Ineligible
BVOBC,18,male,Telangana,12th,58.0,238000.0,1,999,1,0,0,1,1,1,68.2,Eligible
A023B,24,female,Mizoram,masters,64.4,333000.0,65,999,1,0,0,1,1,1,65.76,Eligible
BVOBC,24,male,Telangana,12th,91.7,290000.0,72,999,1,0,0,1,1,1,71.68,Ineligible
A023B,22,female,Rajasthan,bachelors,63.9,676000.0,65,999,1,1,41,0,1,1,60.56,Ineligible
A023B,23,male,Nagaland,bachelors,68.1,526000.0,72,999,1,0,0,0,1,1,57.24,Ineligible
AZKMI,24,female,Tripura,phd,81.0,658000.0,999,8,0,0,0,1,1,1,72.4,Ineligible
A023B,19,male,Andhra Pradesh,bachelors,65.6,678000.0,65,999,1,0,0,1,1,0,51.24,Ineligible
ARG45,28,female,Sikkim,masters,50.5,168000.0,85,999,0,0,0,1,1,1,65.2,Ineligible
BVOBC,17,female,Karnataka,bachelors,74.9,291000.0,140,999,1,0,0,1,1,1,62.96,Ineligible
ARG45,24,male,Arunachal Pradesh,masters,59.0,468000.0,85,999,1,0,0,1,1,1,53.6,Eligible
AZKMI,36,female,Gujarat,masters,82.1,828000.0,999,2,1,0,0,1,0,1,72.84,Ineligible
ARG45,36,male,Arunachal Pradesh,phd,78.6,149000.0,140,999,1,1,73,1,1,1,69.44,Eligible
ARG45,30,male,Mizoram,masters,90.8,795000.0,2,999,1,0,0,1,1,1,71.32,Eligible
BVOBC,18,male,Karnataka,12th,74.7,82000.0,65,999,1,0,0,1,1,1,69.88,Eligible
BVOBC,17,female,Odisha,12th,71.8,136000.0,250,999,1,0,0,1,1,1,66.72,Eligible
BPVGK,17,male,Rajasthan,10th,68.9,99000.0,999,999,1,0,0,1,1,1,60.56,Eligible
BPVGK,15,female,Assam,10th,88.1,52000.0,999,999,1,0,0,1,0,1,73.24,Borderline
ARG45,35,male,Mizoram,phd,68.3,692000.0,65,999,1,0,0,1,1,1,52.32,Eligible
BPVGK,15,female,Tamil Nadu,10th,82.4,71000.0,999,999,1,0,0,1,1,1,70.96,Eligible
BVOBC,21,male,Maharashtra,bachelors,84.4,196000.0,85,999,1,0,0,1,1,1,73.76,Eligible
BVOBC,23,male,Odisha,bachelors,68.7,330000.0,88,999,1,0,0,1,1,1,62.48,Ineligible
AZKMI,38,male,Telangana,postdoc,77.2,695000.0,999,37,1,0,0,1,1,1,65.88,Ineligible
A023B,22,male,Meghalaya,masters,80.6,244000.0,78,999,1,0,0,1,1,1,67.24,Eligible
BVOBC,23,male,Arunachal Pradesh,12th,84.2,361000.0,6,999,1,0,0,1,1,1,78.68,Ineligible
BVOBC,24,male,Karnataka,12th,51.0,300000.0,72,999,1,0,0,1,1,1,55.4,Ineligible
BVOBC,23,female,Andhra Pradesh,bachelors,81.6,376000.0,78,999,1,0,0,1,1,1,72.64,Ineligible
AZKMI,21,male,Karnataka,masters,58.5,941000.0,999,21,1,0,0,1,1,1,58.4,Ineligible
ARG45,29,female,Arunachal Pradesh,masters,71.4,385000.0,2,999,1,0,0,1,1,0,78.56,Borderline
ARG45,26,female,Chhattisgarh,masters,85.3,838000.0,59,999,1,0,0,1,1,1,64.12,Eligible
AZKMI,28,male,Meghalaya,masters,59.9,643000.0,999,6,0,0,0,1,1,1,58.96,Ineligible
AZKMI,21,female,Tripura,masters,54.1,766000.0,999,6,1,0,0,1,1,1,61.64,Ineligible
A023B,22,female,Maharashtra,bachelors,55.1,563000.0,1,999,1,0,0,1,1,1,67.04,Eligible
A023B,24,female,Tripura,bachelors,78.3,276000.0,250,999,1,0,0,1,1,1,64.32,Ineligible
A023B,23,female,Sikkim,bachelors,85.2,513000.0,1,999,1,0,0,1,1,1,79.08,Eligible
AZKMI,36,male,Gujarat,masters,80.9,607000.0,999,32,1,0,0,1,1,1,67.36,Ineligible
AZKMI,34,female,Arunachal Pradesh,masters,69.7,413000.0,999,6,1,0,0,1,1,1,72.88,Eligible
BVOBC,23,male,Rajasthan,bachelors,47.4,122000.0,1,999,1,0,0,1,1,1,68.96,Ineligible
ARG45,24,male,Sikkim,phd,62.5,829000.0,2,999,1,0,0,1,1,1,60.0,Eligible
BVOBC,24,male,Maharashtra,bachelors,90.6,125000.0,1,999,1,0,0,1,1,1,86.24,Eligible
AZKMI,35,male,Karnataka,postdoc,84.2,751000.0,999,4,1,0,0,1,1,1,68.68,Ineligible
BVOBC,17,male,Jharkhand,bachelors,51.9,57000.0,6,999,1,0,0,1,1,1,70.76,Eligible
AZKMI,26,male,Sikkim,postdoc,54.9,323000.0,999,32,1,0,0,1,1,1,66.96,Ineligible
A023B,24,male,Tripura,masters,96.4,759000.0,1,999,1,0,0,1,1,1,73.56,Ineligible
A023B,23,male,Rajasthan,masters,60.0,731000.0,6,999,1,0,0,1,1,1,59.0,Ineligible
A023B,20,male,Assam,masters,72.0,182000.0,250,999,1,0,0,1,1,1,61.8,Ineligible
ARG45,24,female,Odisha,masters,63.3,105000.0,78,999,0,0,0,1,1,1,70.32,Ineligible
AZKMI,36,male,Karnataka,masters,65.9,274000.0,999,22,1,0,0,1,1,1,71.36,Ineligible
ARG45,29,female,Telangana,phd,65.0,575000.0,95,999,1,0,0,1,1,1,61.0,Eligible
ARG45,30,female,Andhra Pradesh,masters,80.0,520000.0,250,999,1,0,0,0,0,1,60.0,Borderline
BVOBC,20,female,Meghalaya,12th,76.5,139000.0,2,999,1,0,0,1,1,0,85.6,Borderline
ARG45,36,male,Arunachal Pradesh,masters,69.2,537000.0,1,999,1,0,0,1,1,1,67.68,Eligible
A023B,20,female,Sikkim,masters,59.9,562000.0,78,999,1,0,0,0,1,0,58.96,Borderline
AZKMI,31,male,Manipur,postdoc,57.0,714000.0,999,650,1,0,0,1,1,1,37.8,Ineligible
ARG45,30,female,Andhra Pradesh,phd,72.4,668000.0,110,999,1,0,0,1,1,1,51.96,Eligible
BVOBC,20,male,Gujarat,bachelors,91.2,373000.0,250,999,1,0,0,1,1,1,64.48,Ineligible
AZKMI,23,female,Maharashtra,phd,91.7,151000.0,999,14,1,0,0,1,0,1,91.68,Borderline
AZKMI,36,female,Andhra Pradesh,phd,76.5,465000.0,999,1,1,0,0,1,1,1,75.6,Ineligible
A023B,18,male,Chhattisgarh,bachelors,78.2,435000.0,3,999,0,0,0,1,1,1,71.28,Ineligible
BPVGK,14,female,Mizoram,10th,47.0,316000.0,999,999,1,0,0,1,1,1,51.8,Ineligible
BPVGK,17,male,Rajasthan,10th,86.2,187000.0,999,999,1,0,0,1,1,1,67.48,Eligible
ARG45,31,male,Assam,phd,57.1,712000.0,250,999,1,0,0,1,1,1,40.84,Eligible
BPVGK,16,male,Andhra Pradesh,10th,92.6,128000.0,999,999,1,0,0,1,1,1,70.04,Eligible
BPVGK,15,male,Nagaland,10th,57.0,78000.0,999,999,1,0,0,1,1,1,55.8,Eligible
ARG45,33,female,Sikkim,masters,62.7,339000.0,88,999,1,0,0,1,1,1,65.08,Eligible
BVOBC,21,male,Karnataka,12th,90.7,276000.0,95,999,1,0,0,1,1,1,71.28,Ineligible
ARG45,35,male,Meghalaya,phd,70.9,872000.0,88,999,1,0,0,1,1,1,53.36,Eligible
BVOBC,19,male,Kerala,12th,89.3,99000.0,5,999,1,0,0,1,1,0,85.72,Borderline
ARG45,29,male,Gujarat,phd,90.8,665000.0,59,999,1,0,0,1,1,1,61.32,Eligible
BVOBC,20,female,Chhattisgarh,12th,52.5,285000.0,250,999,1,0,0,1,1,1,54.0,Ineligible
A023B,18,male,Rajasthan,masters,96.5,506000.0,2,999,1,0,0,1,1,1,78.6,Eligible
BVOBC,20,female,Arunachal Pradesh,bachelors,87.6,120000.0,5,999,1,0,0,1,1,1,90.04,Eligible
ARG45,22,male,Meghalaya,masters,51.8,860000.0,78,999,1,0,0,1,1,1,45.72,Ineligible
BVOBC,17,male,Karnataka,bachelors,84.2,279000.0,140,999,1,0,0,0,1,1,61.68,Ineligible
AZKMI,33,female,Gujarat,postdoc,82.7,260000.0,999,32,1,0,0,1,1,1,83.08,Eligible
A023B,22,female,Meghalaya,masters,72.9,732000.0,3,999,1,0,0,1,1,0,69.16,Ineligible
BVOBC,18,male,Madhya Pradesh,12th,93.6,64000.0,5,999,1,0,0,0,1,1,87.44,Ineligible
ARG45,23,male,Karnataka,phd,80.1,294000.0,3,999,1,0,0,1,1,1,77.04,Eligible
A023B,19,female,Jharkhand,bachelors,62.0,326000.0,5,999,1,0,0,0,1,1,74.8,Ineligible
AZKMI,37,female,Arunachal Pradesh,phd,59.6,271000.0,999,32,1,0,0,1,1,0,73.84,Ineligible
ARG45,29,male,Andhra Pradesh,phd,64.5,370000.0,65,999,1,0,0,1,1,1,60.8,Eligible
BVOBC,17,female,Manipur,bachelors,89.0,71000.0,2,999,1,0,0,1,1,1,90.6,Eligible
ARG45,27,male,Karnataka,masters,78.1,87000.0,88,999,1,0,0,1,1,1,71.24,Eligible
ARG45,35,male,Assam,phd,95.0,296000.0,59,999,0,0,0,0,1,1,73.0,Ineligible
BVOBC,22,female,Jharkhand,12th,81.3,353000.0,250,999,1,0,0,1,1,1,65.52,Ineligible
ARG45,23,female,Manipur,masters,75.9,549000.0,3,999,1,0,0,1,1,1,75.36,Eligible
A023B,22,male,Karnataka,masters,59.3,371000.0,59,999,1,0,0,1,1,1,58.72,Eligible
ARG45,22,female,Kerala,phd,86.4,401000.0,2,999,1,1,70,1,1,1,84.56,Eligible
ARG45,23,female,Kerala,masters,71.2,672000.0,6,999,1,0,0,0,1,1,68.48,Ineligible
BPVGK,15,female,Telangana,10th,69.6,106000.0,999,999,1,0,0,1,1,1,65.84,Eligible
BVOBC,23,female,Assam,bachelors,58.7,262000.0,2,999,1,0,0,1,1,1,73.48,Ineligible
ARG45,26,female,Kerala,masters,75.9,744000.0,2,999,0,0,0,1,1,1,70.36,Ineligible
ARG45,24,female,Madhya Pradesh,masters,62.4,155000.0,85,999,1,0,0,1,1,1,69.96,Eligible
ARG45,32,female,Assam,masters,89.1,333000.0,59,999,1,0,0,1,1,1,75.64,Eligible
BPVGK,15,female,Tripura,10th,69.5,334000.0,999,999,1,0,0,1,1,1,60.8,Ineligible
ARG45,30,male,Odisha,phd,59.2,153000.0,72,999,1,0,0,1,1,1,63.68,Eligible
BVOBC,21,male,Kerala,12th,67.9,288000.0,5,999,1,0,0,1,0,1,72.16,Ineligible
A023B,25,female,Assam,masters,64.4,763000.0,3,999,1,1,55,1,1,1,70.76,Ineligible
AZKMI,21,male,Nagaland,masters,75.5,896000.0,999,1,0,0,0,1,1,1,65.2,Ineligible
A023B,25,male,Telangana,bachelors,61.4,94000.0,5,999,1,0,0,1,1,1,74.56,Eligible
BVOBC,21,male,Arunachal Pradesh,12th,77.1,281000.0,95,999,1,0,0,1,1,1,65.84,Ineligible
ARG45,34,female,Manipur,masters,74.0,474000.0,59,999,0,0,0,1,1,1,64.6,Ineligible
ARG45,28,female,Odisha,masters,54.6,891000.0,78,999,1,0,0,1,1,1,51.84,Ineligible
ARG45,26,female,Kerala,phd,90.2,139000.0,2,999,1,0,0,1,1,1,91.08,Eligible
BVOBC,19,male,Gujarat,12th,92.2,216000.0,1,999,1,1,57,1,1,1,86.88,Eligible
A023B,24,female,Kerala,masters,95.2,622000.0,3,999,1,0,0,1,1,1,78.08,Ineligible
AZKMI,22,female,Maharashtra,postdoc,58.1,845000.0,999,1,1,0,0,1,1,1,63.24,Ineligible
ARG45,34,male,Rajasthan,phd,87.6,423000.0,3,999,1,0,0,1,1,1,75.04,Eligible
ARG45,34,female,Arunachal Pradesh,masters,59.5,189000.0,2,999,1,0,0,1,1,1,78.8,Eligible
BVOBC,22,male,Telangana,bachelors,53.0,399000.0,1,999,1,0,0,0,1,1,66.2,Ineligible
BVOBC,17,female,Meghalaya,12th,65.7,175000.0,78,999,1,0,0,1,1,1,71.28,Eligible
BVOBC,18,male,Gujarat,bachelors,65.1,274000.0,6,999,1,0,0,1,1,1,71.04,Ineligible
BVOBC,18,female,Odisha,12th,72.5,70000.0,250,999,1,0,0,1,1,1,67.0,Eligible
ARG45,35,female,Arunachal Pradesh,masters,56.3,724000.0,3,999,1,0,0,1,1,1,62.52,Eligible
A023B,22,male,Manipur,masters,56.3,631000.0,85,999,1,0,0,1,1,1,47.52,Ineligible
BVOBC,20,male,Madhya Pradesh,bachelors,93.6,75000.0,95,999,1,0,0,1,1,0,77.44,Borderline
ARG45,32,female,Mizoram,masters,85.8,483000.0,72,999,1,0,0,1,1,1,69.32,Eligible
BVOBC,18,male,Andhra Pradesh,12th,54.0,315000.0,250,999,1,0,0,1,1,1,49.6,Ineligible
ARG45,22,female,Jharkhand,phd,89.9,377000.0,88,999,1,1,43,1,1,1,80.96,Eligible
AZKMI,29,female,Arunachal Pradesh,postdoc,60.3,389000.0,999,32,1,0,0,1,1,1,74.12,Eligible
ARG45,25,male,Andhra Pradesh,masters,68.5,779000.0,78,999,1,0,0,1,1,1,52.4,Eligible
BVOBC,18,male,Telangana,12th,58.7,57000.0,2,999,1,0,0,1,1,1,73.48,Eligible
BPVGK,16,male,Jharkhand,10th,93.1,236000.0,999,999,1,0,0,1,1,1,65.24,Eligible
ARG45,23,female,Rajasthan,phd,62.1,190000.0,3,999,1,0,0,1,1,1,79.84,Eligible
A023B,20,male,Nagaland,bachelors,65.4,382000.0,1,999,1,0,0,1,1,1,71.16,Eligible
BPVGK,17,female,Sikkim,10th,59.6,344000.0,999,999,1,0,0,1,1,1,56.84,Ineligible
BVOBC,20,male,Odisha,bachelors,62.3,286000.0,72,999,1,0,0,1,1,1,59.92,Ineligible
BVOBC,21,female,Nagaland,bachelors,71.2,386000.0,250,999,1,0,0,1,1,1,61.48,Ineligible
BVOBC,19,female,Karnataka,bachelors,61.9,390000.0,78,999,1,0,0,1,1,1,64.76,Ineligible
AZKMI,30,female,Odisha,masters,59.2,295000.0,999,8,1,0,0,1,1,1,73.68,Eligible
AZKMI,23,female,Assam,masters,82.0,509000.0,999,21,1,0,0,1,1,1,77.8,Eligible
A023B,20,male,Rajasthan,masters,82.7,800000.0,1,999,1,0,0,1,0,1,68.08,Ineligible
BVOBC,18,male,Manipur,bachelors,94.0,349000.0,250,999,1,0,0,1,1,1,65.6,Ineligible
BVOBC,22,other,Jharkhand,bachelors,50.7,86000.0,250,999,1,0,0,1,1,1,53.28,Eligible
A023B,19,male,Meghalaya,masters,94.4,715000.0,1,999,1,0,0,1,1,1,72.76,Ineligible
AZKMI,30,female,Chhattisgarh,masters,74.3,303000.0,999,14,1,0,0,1,1,1,79.72,Eligible
A023B,20,female,Maharashtra,bachelors,65.3,278000.0,65,999,1,0,0,1,1,1,66.12,Eligible
AZKMI,22,male,Arunachal Pradesh,phd,78.4,800000.0,999,8,1,0,0,1,0,1,66.36,Ineligible
A023B,18,female,Assam,bachelors,95.6,710000.0,2,999,1,0,0,1,1,1,78.24,Ineligible
BVOBC,20,female,Sikkim,12th,93.6,316000.0,5,999,1,0,0,1,1,1,87.44,Ineligible
A023B,25,female,Kerala,masters,87.8,544000.0,2,999,0,0,0,1,1,0,80.12,Ineligible
ARG45,29,female,Karnataka,masters,65.4,259000.0,250,999,1,1,73,1,1,1,64.16,Eligible
BVOBC,17,female,Mizoram,12th,70.9,398000.0,3,999,1,0,0,1,1,1,78.36,Ineligible
ARG45,24,other,Meghalaya,phd,84.0,653000.0,59,999,1,0,0,1,1,1,58.6,Eligible
AZKMI,35,male,Tamil Nadu,masters,90.0,366000.0,999,22,1,0,0,1,0,1,81.0,Borderline
AZKMI,30,female,Jharkhand,postdoc,77.8,977000.0,999,1,0,0,0,1,1,1,71.12,Ineligible
ARG45,30,male,Arunachal Pradesh,masters,68.4,648000.0,140,999,1,0,0,1,1,1,45.36,Eligible
BPVGK,16,male,Maharashtra,10th,73.1,348000.0,999,999,1,0,0,1,1,1,57.24,Ineligible
BVOBC,19,male,Gujarat,12th,87.6,393000.0,85,999,1,0,0,1,0,1,70.04,Ineligible
ARG45,27,female,Kerala,masters,74.7,773000.0,6,999,1,0,0,1,1,1,69.88,Eligible
BVOBC,23,female,Karnataka,bachelors,65.8,66000.0,1,999,1,0,0,1,1,1,81.32,Eligible
BVOBC,22,male,Assam,bachelors,95.0,310000.0,5,999,1,0,0,1,1,1,83.0,Ineligible
ARG45,26,male,Nagaland,masters,88.5,759000.0,1,999,1,0,0,1,1,1,70.4,Eligible
A023B,18,female,Tripura,bachelors,90.8,630000.0,65,999,1,0,0,1,1,1,66.32,Ineligible
BVOBC,17,female,Madhya Pradesh,bachelors,49.1,267000.0,3,999,1,0,0,1,1,1,69.64,Ineligible
BVOBC,24,male,Telangana,bachelors,77.0,58000.0,95,999,1,0,0,1,1,1,70.8,Eligible
A023B,18,female,Nagaland,masters,93.1,603000.0,1,999,1,0,0,1,1,1,77.24,Ineligible
ARG45,36,male,Andhra Pradesh,masters,94.2,535000.0,3,999,1,0,0,1,1,1,77.68,Eligible
A023B,25,female,Rajasthan,bachelors,58.8,176000.0,78,999,1,0,0,1,1,0,68.52,Borderline
ARG45,25,male,Madhya Pradesh,masters,80.5,126000.0,1,999,1,0,0,1,1,1,82.2,Eligible
A023B,23,male,Assam,masters,60.2,237000.0,5,999,1,0,0,1,1,0,69.08,Borderline
BPVGK,16,female,Assam,10th,70.5,341000.0,999,999,1,0,0,1,1,0,61.2,Ineligible
ARG45,28,female,Meghalaya,phd,74.0,839000.0,78,999,1,0,0,1,1,1,59.6,Eligible
ARG45,36,male,Madhya Pradesh,masters,54.6,222000.0,250,999,0,0,0,1,1,1,49.84,Ineligible
BVOBC,23,male,Tamil Nadu,12th,89.6,234000.0,2,999,1,0,0,1,1,1,80.84,Eligible
AZKMI,35,female,Gujarat,postdoc,51.0,807000.0,999,37,1,0,0,1,1,0,60.4,Ineligible
A023B,25,male,Tripura,bachelors,93.7,453000.0,72,999,1,0,0,1,1,1,67.48,Eligible
BVOBC,19,female,Mizoram,12th,95.6,284000.0,95,999,1,0,0,1,1,0,78.24,Ineligible
BPVGK,14,male,Tripura,10th,71.1,276000.0,999,999,1,0,0,1,0,1,56.44,Ineligible
A023B,22,male,Tamil Nadu,bachelors,73.5,518000.0,5,999,1,0,0,0,1,1,69.4,Ineligible
BPVGK,15,male,Tamil Nadu,10th,78.1,204000.0,999,999,1,0,0,0,1,1,59.24,Ineligible
A023B,23,female,Assam,bachelors,82.8,284000.0,5,999,1,0,0,0,1,1,83.12,Ineligible
BVOBC,23,female,Maharashtra,bachelors,64.9,111000.0,1,999,1,0,0,1,1,1,80.96,Eligible
